Date,Spieler,Position,Pkt.,Marktwert,Reason,Explanation,Missing since
2021-03-12,"

Schubert

",Torwart,0,160000,,,
2021-03-12,"

Fahrnberger

",Abwehr,0,170000,,,
2021-03-12,"

Brugger

",Abwehr,0,190000,,,
2021-03-12,"

Touré

",Abwehr,38,1300000,,,
2021-03-12,"

Tuta

",Abwehr,21,2520000,,,
2021-03-12,"

N'Dicka

",Abwehr,53,4560000,,,
2021-03-12,"

Hasebe

",Abwehr,48,2850000,,,
2021-03-12,"

Hinteregger

",Abwehr,76,5960000,,,
2021-03-12,"

Ilsanker

",Mittelfeld,36,1270000,,,
2021-03-12,"

Hrustic

",Mittelfeld,9,850000,,,
2021-03-12,"

Rode

",Mittelfeld,45,2630000,,,
2021-03-12,"

Chandler

",Mittelfeld,1,270000,,,
2021-03-12,"

Durm

",Mittelfeld,33,2980000,,,
2021-03-12,"

Kostić

",Mittelfeld,105,13640000,,,
2021-03-12,"

Zuber

",Mittelfeld,25,600000,,,
2021-03-12,"

Willems

",Mittelfeld,0,200000,,,
2021-03-12,"

Sow

",Mittelfeld,49,4640000,,,
2021-03-12,"

Barkok

",Mittelfeld,50,2430000,,,
2021-03-12,"

Kamada

",Mittelfeld,92,7660000,,,
2021-03-12,"

Makanda

",Sturm,0,170000,,,
2021-03-12,"

Ache

",Sturm,4,490000,,,
2021-03-12,"

André Silva

",Sturm,161,15980000,,,
2021-03-12,"

Younes

",Sturm,64,8100000,,,
2021-03-12,"

Jović

",Sturm,33,10430000,,,
2021-03-12,"

Körber

",Torwart,0,160000,,,
2021-03-12,"

Palmowski

",Torwart,0,160000,,,
2021-03-12,"

Schwolow

",Torwart,29,400000,,,
2021-03-12,"

Jarstein

",Torwart,11,1060000,,,
2021-03-12,"

Torunarigha

",Abwehr,14,1750000,,,
2021-03-12,"

Netz

",Abwehr,18,1840000,,,
2021-03-12,"

Alderete

",Abwehr,24,1000000,,,
2021-03-12,"

Mittelstädt

",Abwehr,57,2890000,,,
2021-03-12,"

Klünter

",Abwehr,-1,860000,,,
2021-03-12,"

Boyata

",Abwehr,42,1830000,,,
2021-03-12,"

Albrecht

",Abwehr,0,170000,,,
2021-03-12,"

Zeefuik

",Abwehr,0,840000,,,
2021-03-12,"

Plattenhardt

",Abwehr,17,890000,,,
2021-03-12,"

Pekarik

",Abwehr,48,1420000,,,
2021-03-12,"

M. Dárdai

",Abwehr,5,1530000,,,
2021-03-12,"

M. Čović

",Mittelfeld,0,180000,,,
2021-03-12,"

Löwen

",Mittelfeld,5,340000,,,
2021-03-12,"

Ascacíbar

",Mittelfeld,4,1290000,,,
2021-03-12,"

Khedira

",Mittelfeld,11,3650000,,,
2021-03-12,"

Darida

",Mittelfeld,62,3670000,,,
2021-03-12,"

N. Stark

",Mittelfeld,55,2990000,,,
2021-03-12,"

Guendouzi

",Mittelfeld,54,3680000,,,
2021-03-12,"

Tousart

",Mittelfeld,49,3390000,,,
2021-03-12,"

Ngankam

",Sturm,19,450000,,,
2021-03-12,"

Piątek

",Sturm,62,4400000,,,
2021-03-12,"

Redan

",Sturm,4,220000,,,
2021-03-12,"

Lukébakio

",Sturm,62,4390000,,,
2021-03-12,"

Matheus Cunha

",Sturm,93,5340000,,,
2021-03-12,"

Dilrosun

",Sturm,7,1150000,,,
2021-03-12,"

Jhon Córdoba

",Sturm,61,7520000,,,
2021-03-12,"

Leckie

",Sturm,8,440000,,,
2021-03-12,"

Radonjić

",Sturm,0,3090000,,,
2021-03-12,"

Karius

",Torwart,12,790000,,,
2021-03-12,"

Luthe

",Torwart,47,1470000,,,
2021-03-12,"

Busk

",Torwart,0,160000,,,
2021-03-12,"

M. Friedrich

",Abwehr,108,6900000,,,
2021-03-12,"

N. Schlotterbeck

",Abwehr,26,3210000,,,
2021-03-12,"

Gießelmann

",Abwehr,17,610000,,,
2021-03-12,"

F. Hübner

",Abwehr,15,930000,,,
2021-03-12,"

Knoche

",Abwehr,82,5500000,,,
2021-03-12,"

C. Lenz

",Abwehr,68,2520000,,,
2021-03-12,"

Trimmel

",Abwehr,91,6750000,,,
2021-03-12,"

Bülter

",Mittelfeld,37,1980000,,,
2021-03-12,"

Ryerson

",Mittelfeld,21,890000,,,
2021-03-12,"

Gentner

",Mittelfeld,26,1410000,,,
2021-03-12,"

Prömel

",Mittelfeld,55,3850000,,,
2021-03-12,"

Andrich

",Mittelfeld,81,6210000,,,
2021-03-12,"

Griesbeck

",Mittelfeld,12,540000,,,
2021-03-12,"

Gogia

",Mittelfeld,9,290000,,,
2021-03-12,"

Awoniyi

",Sturm,42,1760000,,,
2021-03-12,"

K. Endo

",Sturm,14,720000,,,
2021-03-12,"

S. Becker

",Sturm,57,2290000,,,
2021-03-12,"

Ingvartsen

",Sturm,39,2340000,,,
2021-03-12,"

Dajaku

",Sturm,0,460000,,,
2021-03-12,"

Teuchert

",Sturm,38,1400000,,,
2021-03-12,"

Pohjanpalo

",Sturm,29,3010000,,,
2021-03-12,"

Ujah

",Sturm,0,170000,,,
2021-03-12,"

M. Kruse

",Sturm,76,14800000,,,
2021-03-12,"

Musa

",Sturm,4,1400000,,,
2021-03-12,"

Langer

",Torwart,1,510000,,,
2021-03-12,"

Fährmann

",Torwart,34,570000,,,
2021-03-12,"

Rönnow

",Torwart,30,1160000,,,
2021-03-12,"

Ahlers

",Torwart,0,230000,,,
2021-03-12,"

William

",Abwehr,7,1600000,,,
2021-03-12,"

Stambouli

",Abwehr,32,1320000,,,
2021-03-12,"

T. Becker

",Abwehr,9,950000,,,
2021-03-12,"

Thiaw

",Abwehr,30,1900000,,,
2021-03-12,"

Mendyl

",Abwehr,3,190000,,,
2021-03-12,"

Nastasić

",Abwehr,22,490000,,,
2021-03-12,"

Ludewig

",Abwehr,1,190000,,,
2021-03-12,"

Salif Sané

",Abwehr,27,1190000,,,
2021-03-12,"

Kolašinac

",Abwehr,13,2770000,,,
2021-03-12,"

Mustafi

",Abwehr,18,3990000,,,
2021-03-12,"

Oczipka

",Abwehr,7,410000,,,
2021-03-12,"

Mercan

",Mittelfeld,0,190000,,,
2021-03-12,"

Boujellab

",Mittelfeld,13,420000,,,
2021-03-12,"

Bozdoğan

",Mittelfeld,1,510000,,,
2021-03-12,"

Serdar

",Mittelfeld,38,2530000,,,
2021-03-12,"

Çalhanoğlu

",Mittelfeld,0,710000,,,
2021-03-12,"

Harit

",Mittelfeld,51,3530000,,,
2021-03-12,"

Bentaleb

",Mittelfeld,3,1190000,,,
2021-03-12,"

Omar Mascarell

",Mittelfeld,45,1400000,,,
2021-03-12,"

Schöpf

",Mittelfeld,1,490000,,,
2021-03-12,"

Uth

",Sturm,47,1540000,,,
2021-03-12,"

Huntelaar

",Sturm,0,1610000,,,
2021-03-12,"

Schuler

",Sturm,1,310000,,,
2021-03-12,"

Hoppe

",Sturm,38,3060000,,,
2021-03-12,"

Gonçalo Paciência

",Sturm,17,700000,,,
2021-03-12,"

Skrzybski

",Sturm,7,180000,,,
2021-03-12,"

Raman

",Sturm,29,1440000,,,
2021-03-12,"

Liesegang

",Torwart,0,160000,,,
2021-03-12,"

Hanin

",Torwart,0,160000,,,
2021-03-12,"

Dahmen

",Torwart,3,160000,,,
2021-03-12,"

Zentner

",Torwart,53,1250000,,,
2021-03-12,"

St. Juste

",Abwehr,63,3820000,,,
2021-03-12,"

Kilian

",Abwehr,8,220000,,,
2021-03-12,"

Niakhaté

",Abwehr,54,3820000,,,
2021-03-12,"

Brosinski

",Abwehr,22,770000,,,
2021-03-12,"

A. Hack

",Abwehr,52,2140000,,,
2021-03-12,"

Mwene

",Abwehr,9,1880000,,,
2021-03-12,"

Bell

",Abwehr,22,2050000,,,
2021-03-12,"

Öztunali

",Mittelfeld,38,1240000,,,
2021-03-12,"

Latza

",Mittelfeld,45,2740000,,,
2021-03-12,"

E. Fernandes

",Mittelfeld,26,460000,,,
2021-03-12,"

Papela

",Mittelfeld,0,170000,,,
2021-03-12,"

Boëtius

",Mittelfeld,49,2080000,,,
2021-03-12,"

Barreiro

",Mittelfeld,44,2060000,,,
2021-03-12,"

da Costa

",Mittelfeld,29,4510000,,,
2021-03-12,"

Kunde

",Mittelfeld,15,700000,,,
2021-03-12,"

Nebel

",Mittelfeld,2,180000,,,
2021-03-12,"

Kohr

",Mittelfeld,21,2050000,,,
2021-03-12,"

Stöger

",Mittelfeld,51,4460000,,,
2021-03-12,"

Tauer

",Mittelfeld,8,370000,,,
2021-03-12,"

Mustapha

",Sturm,0,170000,,,
2021-03-12,"

Burkardt

",Sturm,39,1650000,,,
2021-03-12,"

Quaison

",Sturm,35,2180000,,,
2021-03-12,"

Onisiwo

",Sturm,40,2260000,,,
2021-03-12,"

Szalai

",Sturm,9,1530000,,,
2021-03-12,"

Glatzel

",Sturm,14,2950000,,,
2021-03-12,"

Zieler

",Torwart,2,170000,,,
2021-03-12,"

Krahl

",Torwart,0,160000,,,
2021-03-12,"

T. Horn

",Torwart,50,1410000,,,
2021-03-12,"

Katterbach

",Abwehr,14,460000,,,
2021-03-12,"

Czichos

",Abwehr,46,1800000,,,
2021-03-12,"

Ehizibue

",Abwehr,22,720000,,,
2021-03-12,"

Bornauw

",Abwehr,46,1170000,,,
2021-03-12,"

Voloder

",Abwehr,0,180000,,,
2021-03-12,"

Čestić

",Abwehr,6,760000,,,
2021-03-12,"

Jorge Meré

",Abwehr,20,1570000,,,
2021-03-12,"

B. Schmitz

",Abwehr,1,280000,,,
2021-03-12,"

J. Horn

",Abwehr,30,1060000,,,
2021-03-12,"

S. Özcan

",Mittelfeld,17,630000,,,
2021-03-12,"

Höger

",Mittelfeld,2,170000,,,
2021-03-12,"

M. Meyer

",Mittelfeld,6,2980000,,,
2021-03-12,"

Jakobs

",Mittelfeld,21,1440000,,,
2021-03-12,"

Hector

",Mittelfeld,18,2580000,,,
2021-03-12,"

Skhiri

",Mittelfeld,95,5560000,,,
2021-03-12,"

Duda

",Mittelfeld,80,5220000,,,
2021-03-12,"

Rexhbecaj

",Mittelfeld,88,5280000,,,
2021-03-12,"

Drexler

",Mittelfeld,47,1530000,,,
2021-03-12,"

Kainz

",Mittelfeld,0,620000,,,
2021-03-12,"

Limnios

",Sturm,14,420000,,,
2021-03-12,"

Arokodare

",Sturm,9,370000,,,
2021-03-12,"

Lemperle

",Sturm,0,180000,,,
2021-03-12,"

M. Wolf

",Sturm,48,2670000,,,
2021-03-12,"

Thielmann

",Sturm,28,920000,,,
2021-03-12,"

S. Andersson

",Sturm,29,1050000,,,
2021-03-12,"

Dennis

",Sturm,7,2370000,,,
2021-03-12,"

Gikiewicz

",Torwart,79,2850000,,,
2021-03-12,"

Koubek

",Torwart,0,160000,,,
2021-03-12,"

Leneis

",Torwart,0,160000,,,
2021-03-12,"

Uduokhai

",Abwehr,81,4620000,,,
2021-03-12,"

Gouweleeuw

",Abwehr,68,2840000,,,
2021-03-12,"

Framberger

",Abwehr,16,1240000,,,
2021-03-12,"

Iago

",Abwehr,36,530000,,,
2021-03-12,"

Pedersen

",Abwehr,20,1840000,,,
2021-03-12,"

Suchý

",Abwehr,2,290000,,,
2021-03-12,"

Gumny

",Abwehr,9,510000,,,
2021-03-12,"

Oxford

",Abwehr,29,1070000,,,
2021-03-12,"

Vargas

",Mittelfeld,47,1680000,,,
2021-03-12,"

Jensen

",Mittelfeld,7,260000,,,
2021-03-12,"

Morávek

",Mittelfeld,0,160000,,,
2021-03-12,"

Civeja

",Mittelfeld,2,250000,,,
2021-03-12,"

Bénes

",Mittelfeld,23,2730000,,,
2021-03-12,"

D. Caligiuri

",Mittelfeld,96,6030000,,,
2021-03-12,"

Strobl

",Mittelfeld,36,1770000,,,
2021-03-12,"

Carlos Gruezo

",Mittelfeld,34,1000000,,,
2021-03-12,"

R. Khedira

",Mittelfeld,26,990000,,,
2021-03-12,"

Gregoritsch

",Sturm,32,840000,,,
2021-03-12,"

Hahn

",Sturm,62,3310000,,,
2021-03-12,"

Niederlechner

",Sturm,56,4940000,,,
2021-03-12,"

Finnbogason

",Sturm,14,700000,,,
2021-03-12,"

Sarenren-Bazee

",Sturm,-1,240000,,,
2021-03-12,"

Richter

",Sturm,23,1070000,,,
2021-03-12,"

Pavlenka

",Torwart,66,2320000,,,
2021-03-12,"

Dos Santos Haesler

",Torwart,0,160000,,,
2021-03-12,"

Zetterer

",Torwart,0,160000,,,
2021-03-12,"

Plogmann

",Torwart,0,160000,,,
2021-03-12,"

Friedl

",Abwehr,63,3850000,,,
2021-03-12,"

Augustinsson

",Abwehr,64,4900000,,,
2021-03-12,"

Toprak

",Abwehr,61,3650000,,,
2021-03-12,"

Mbom

",Abwehr,19,1220000,,,
2021-03-12,"

Agu

",Abwehr,28,2670000,,,
2021-03-12,"

Moisander

",Abwehr,15,990000,,,
2021-03-12,"

Veljković

",Abwehr,33,2490000,,,
2021-03-12,"

C. Groß

",Abwehr,30,930000,,,
2021-03-12,"

Gebre Selassie

",Abwehr,68,3990000,,,
2021-03-12,"

Gruev

",Mittelfeld,0,170000,,,
2021-03-12,"

Bittencourt

",Mittelfeld,73,4530000,,,
2021-03-12,"

Möhwald

",Mittelfeld,53,3630000,,,
2021-03-12,"

Erras

",Mittelfeld,1,240000,,,
2021-03-12,"

Schönfelder

",Mittelfeld,0,240000,,,
2021-03-12,"

M. Eggestein

",Mittelfeld,70,5410000,,,
2021-03-12,"

R. Schmid

",Mittelfeld,27,2510000,,,
2021-03-12,"

Füllkrug

",Sturm,42,6430000,,,
2021-03-12,"

Woltemade

",Sturm,7,400000,,,
2021-03-12,"

Sargent

",Sturm,87,6260000,,,
2021-03-12,"

Rashica

",Sturm,26,7240000,,,
2021-03-12,"

Selke

",Sturm,32,1760000,,,
2021-03-12,"

Ōsako

",Sturm,21,1570000,,,
2021-03-12,"

Dinkçi

",Sturm,8,530000,,,
2021-03-12,"

Linnér

",Torwart,0,290000,,,
2021-03-12,"

Ortega Moreno

",Torwart,74,2870000,,,
2021-03-12,"

Rehnen

",Torwart,0,160000,,,
2021-03-12,"

de Medina

",Abwehr,-4,600000,,,
2021-03-12,"

Laursen

",Abwehr,29,1620000,,,
2021-03-12,"

van der Hoorn

",Abwehr,32,1000000,,,
2021-03-12,"

Pieper

",Abwehr,89,4740000,,,
2021-03-12,"

J. Nilsson

",Abwehr,49,3240000,,,
2021-03-12,"

Brunner

",Abwehr,49,2480000,,,
2021-03-12,"

Lucoqui

",Abwehr,10,330000,,,
2021-03-12,"

Seufert

",Mittelfeld,16,690000,,,
2021-03-12,"

Consbruch

",Mittelfeld,0,250000,,,
2021-03-12,"

Vlap

",Mittelfeld,13,3620000,,,
2021-03-12,"

Okugawa

",Mittelfeld,-1,1700000,,,
2021-03-12,"

Kunze

",Mittelfeld,22,1300000,,,
2021-03-12,"

Edmundsson

",Mittelfeld,10,350000,,,
2021-03-12,"

Prietl

",Mittelfeld,45,2640000,,,
2021-03-12,"

A. Maier

",Mittelfeld,5,1120000,,,
2021-03-12,"

Yabo

",Mittelfeld,11,760000,,,
2021-03-12,"

Hartel

",Mittelfeld,55,2720000,,,
2021-03-12,"

Soukou

",Sturm,11,310000,,,
2021-03-12,"

F. Klos

",Sturm,62,3410000,,,
2021-03-12,"

Doan

",Sturm,69,4080000,,,
2021-03-12,"

Gebauer

",Sturm,15,780000,,,
2021-03-12,"

Sergio Córdova

",Sturm,30,1910000,,,
2021-03-12,"

Voglsammer

",Sturm,8,1900000,,,
2021-03-12,"

Schipplock

",Sturm,34,1020000,,,
2021-03-12,"

Grahl

",Torwart,0,160000,,,
2021-03-12,"

Bredlow

",Torwart,0,160000,,,
2021-03-12,"

Kobel

",Torwart,65,2060000,,,
2021-03-12,"

Aidonis

",Abwehr,0,180000,,,
2021-03-12,"

Karazor

",Abwehr,14,560000,,,
2021-03-12,"

Mack

",Abwehr,0,180000,,,
2021-03-12,"

B. Sosa

",Abwehr,82,7100000,,,
2021-03-12,"

Mola

",Abwehr,0,180000,,,
2021-03-12,"

Kaminski

",Abwehr,3,190000,,,
2021-03-12,"

Stenzel

",Abwehr,24,730000,,,
2021-03-12,"

Anton

",Abwehr,42,2660000,,,
2021-03-12,"

Kempf

",Abwehr,84,4650000,,,
2021-03-12,"

Mavropanos

",Abwehr,45,4770000,,,
2021-03-12,"

Wamangituka

",Mittelfeld,121,11760000,,,
2021-03-12,"

Förster

",Mittelfeld,32,3030000,,,
2021-03-12,"

W. Endo

",Mittelfeld,97,7100000,,,
2021-03-12,"

Egloff

",Mittelfeld,0,180000,,,
2021-03-12,"

Churlinov

",Mittelfeld,1,190000,,,
2021-03-12,"

M. Klimowicz

",Mittelfeld,41,1860000,,,
2021-03-12,"

Didavi

",Mittelfeld,57,3850000,,,
2021-03-12,"

Klement

",Mittelfeld,35,1710000,,,
2021-03-12,"

Thommy

",Mittelfeld,11,2640000,,,
2021-03-12,"

Ahamada

",Mittelfeld,3,360000,,,
2021-03-12,"

Mangala

",Mittelfeld,57,3120000,,,
2021-03-12,"

Castro

",Mittelfeld,73,5530000,,,
2021-03-12,"

Al Ghaddioui

",Sturm,1,280000,,,
2021-03-12,"

Kalajdžić

",Sturm,121,12470000,,,
2021-03-12,"

Massimo

",Sturm,14,550000,,,
2021-03-12,"

González

",Sturm,78,7080000,,,
2021-03-12,"

Cissé

",Sturm,2,340000,,,
2021-03-12,"

T. Coulibaly

",Sturm,34,2150000,,,
2021-03-14,"

Neuer

",Torwart,53,1810000,,,
2021-03-14,"

R. Hoffmann

",Torwart,0,160000,,,
2021-03-14,"

Nübel

",Torwart,0,230000,,,
2021-03-14,"

Davies

",Abwehr,37,7400000,,,
2021-03-14,"

Lucas Hernández

",Abwehr,49,4120000,,,
2021-03-14,"

Süle

",Abwehr,65,6140000,,,
2021-03-14,"

Nianzou

",Abwehr,2,670000,,,
2021-03-14,"

Alaba

",Abwehr,82,7070000,,,
2021-03-14,"

Sarr

",Abwehr,8,640000,,,
2021-03-14,"

J. Boateng

",Abwehr,61,4760000,,,
2021-03-14,"

Pavard

",Abwehr,41,5170000,,,
2021-03-14,"

Musiala

",Mittelfeld,46,5090000,,,
2021-03-14,"

Marc Roca

",Mittelfeld,4,1430000,,,
2021-03-14,"

Tolisso

",Mittelfeld,27,1410000,,,
2021-03-14,"

Tiago Dantas

",Mittelfeld,0,690000,,,
2021-03-14,"

Javi Martínez

",Mittelfeld,21,1740000,,,
2021-03-14,"

Goretzka

",Mittelfeld,92,15540000,,,
2021-03-14,"

Kimmich

",Mittelfeld,128,17350000,,,
2021-03-14,"

Douglas Costa

",Mittelfeld,22,1320000,,,
2021-03-14,"

L. Sané

",Sturm,73,12630000,,,
2021-03-14,"

Coman

",Sturm,92,12350000,,,
2021-03-14,"

Lewandowski

",Sturm,236,22800000,,,
2021-03-14,"

T. Müller

",Sturm,143,17330000,,,
2021-03-14,"

Choupo-Moting

",Sturm,15,2010000,,,
2021-03-14,"

Gnabry

",Sturm,106,15200000,,,
2021-03-14,"

Bürki

",Torwart,29,520000,,,
2021-03-14,"

Unbehaun

",Torwart,0,160000,,,
2021-03-14,"

Hitz

",Torwart,21,1750000,,,
2021-03-14,"

Drljača

",Torwart,0,160000,,,
2021-03-14,"

Meunier

",Abwehr,55,3440000,,,
2021-03-14,"

Mateu Morey

",Abwehr,15,3000000,,,
2021-03-14,"

Akanji

",Abwehr,78,4620000,,,
2021-03-14,"

Zagadou

",Abwehr,9,4110000,,,
2021-03-14,"

Passlack

",Abwehr,23,630000,,,
2021-03-14,"

Hummels

",Abwehr,126,10820000,,,
2021-03-14,"

Schmelzer

",Abwehr,0,170000,,,
2021-03-14,"

N. Schulz

",Abwehr,4,1690000,,,
2021-03-14,"

Can

",Abwehr,86,7890000,,,
2021-03-14,"

Piszczek

",Abwehr,4,400000,,,
2021-03-14,"

Dahoud

",Mittelfeld,30,6780000,,,
2021-03-14,"

Delaney

",Mittelfeld,46,4760000,,,
2021-03-14,"

Raphaël Guerreiro

",Mittelfeld,111,11250000,,,
2021-03-14,"

Witsel

",Mittelfeld,48,2200000,,,
2021-03-14,"

Brandt

",Mittelfeld,53,4610000,,,
2021-03-14,"

Reinier

",Mittelfeld,17,2340000,,,
2021-03-14,"

Bellingham

",Mittelfeld,58,6620000,,,
2021-03-14,"

Raschl

",Mittelfeld,0,160000,,,
2021-03-14,"

Moukoko

",Sturm,24,3800000,,,
2021-03-14,"

Reyna

",Sturm,68,5510000,,,
2021-03-14,"

Haaland

",Sturm,161,25230000,,,
2021-03-14,"

Reus

",Sturm,74,10720000,,,
2021-03-14,"

Hazard

",Sturm,20,10520000,,,
2021-03-14,"

Sancho

",Sturm,136,12800000,,,
2021-03-14,"

Tigges 

",Sturm,8,910000,,,
2021-03-14,"

Tschauner

",Torwart,0,160000,,,
2021-03-14,"

Josep Martínez

",Torwart,0,160000,,,
2021-03-14,"

Gulácsi

",Torwart,66,2710000,,,
2021-03-14,"

Henrichs

",Abwehr,15,1520000,,,
2021-03-14,"

Mukiele

",Abwehr,77,7890000,,,
2021-03-14,"

Konaté

",Abwehr,14,2090000,,,
2021-03-14,"

Upamecano

",Abwehr,91,8650000,,,
2021-03-14,"

Angeliño

",Abwehr,116,9010000,,,
2021-03-14,"

Klostermann

",Abwehr,29,4140000,,,
2021-03-14,"

Halstenberg

",Abwehr,60,5690000,,,
2021-03-14,"

Orban

",Abwehr,105,7730000,,,
2021-03-14,"

Samardžić

",Mittelfeld,6,460000,,,
2021-03-14,"

Wosz

",Mittelfeld,2,280000,,,
2021-03-14,"

Dani Olmo

",Mittelfeld,106,10750000,,,
2021-03-14,"

Nkunku

",Mittelfeld,117,14750000,,,
2021-03-14,"

Haidara

",Mittelfeld,57,4090000,,,
2021-03-14,"

Szoboszlai

",Mittelfeld,0,5380000,,,
2021-03-14,"

T. Adams

",Mittelfeld,56,4900000,,,
2021-03-14,"

Laimer

",Mittelfeld,0,570000,,,
2021-03-14,"

Sabitzer

",Mittelfeld,89,11970000,,,
2021-03-14,"

Forsberg

",Mittelfeld,86,8850000,,,
2021-03-14,"

Kampl

",Mittelfeld,48,5540000,,,
2021-03-14,"

Kluivert

",Sturm,13,2300000,,,
2021-03-14,"

Sørloth

",Sturm,71,9700000,,,
2021-03-14,"

Hugo Novoa

",Sturm,0,190000,,,
2021-03-14,"

Hwang

",Sturm,6,1680000,,,
2021-03-14,"

Y. Poulsen

",Sturm,73,8180000,,,
2021-03-14,"

Hartmann

",Sturm,0,180000,,,
2021-03-14,"

Sommer

",Torwart,41,1620000,,,
2021-03-14,"

Olschowsky

",Torwart,0,160000,,,
2021-03-14,"

Grün

",Torwart,0,160000,,,
2021-03-14,"

Sippel

",Torwart,3,210000,,,
2021-03-14,"

Elvedi

",Abwehr,103,7380000,,,
2021-03-14,"

Doucouré

",Abwehr,0,180000,,,
2021-03-14,"

Bensebaini

",Abwehr,44,3560000,,,
2021-03-14,"

Lainer

",Abwehr,61,3470000,,,
2021-03-14,"

Beyer

",Abwehr,0,560000,,,
2021-03-14,"

Lang

",Abwehr,0,170000,,,
2021-03-14,"

Scally

",Abwehr,0,230000,,,
2021-03-14,"

Ginter

",Abwehr,104,6540000,,,
2021-03-14,"

Wendt

",Abwehr,25,950000,,,
2021-03-14,"

Kurt

",Abwehr,0,200000,,,
2021-03-14,"

Jantschke

",Abwehr,5,590000,,,
2021-03-14,"

H. Wolf

",Mittelfeld,19,1640000,,,
2021-03-14,"

Quizera

",Mittelfeld,0,170000,,,
2021-03-14,"

Traoré

",Mittelfeld,5,310000,,,
2021-03-14,"

Reitz

",Mittelfeld,4,310000,,,
2021-03-14,"

Neuhaus

",Mittelfeld,91,8840000,,,
2021-03-14,"

Lazaro

",Mittelfeld,24,3510000,,,
2021-03-14,"

Zakaria

",Mittelfeld,28,3690000,,,
2021-03-14,"

Hofmann

",Mittelfeld,91,9780000,,,
2021-03-14,"

Kramer

",Mittelfeld,58,2240000,,,
2021-03-14,"

Stindl

",Sturm,127,11400000,,,
2021-03-14,"

P. Herrmann

",Sturm,37,1480000,,,
2021-03-14,"

Embolo

",Sturm,43,3690000,,,
2021-03-14,"

Thuram

",Sturm,50,9060000,,,
2021-03-14,"

Villalba

",Sturm,0,180000,,,
2021-03-14,"

Pléa

",Sturm,59,8080000,,,
2021-03-14,"

Müsel

",Sturm,0,160000,,,
2021-03-14,"

Johnen

",Torwart,0,180000,,,
2021-03-14,"

Lomb

",Torwart,-2,430000,,,
2021-03-14,"

L. Grill

",Torwart,6,1280000,,,
2021-03-14,"

Hradecky

",Torwart,38,610000,,,
2021-03-14,"

Santiago Arias

",Abwehr,2,260000,,,
2021-03-14,"

Fosu-Mensah

",Abwehr,14,2260000,,,
2021-03-14,"

Frimpong

",Abwehr,7,3720000,,,
2021-03-14,"

Tapsoba

",Abwehr,98,6820000,,,
2021-03-14,"

Sinkgraven

",Abwehr,40,1560000,,,
2021-03-14,"

S. Bender

",Abwehr,10,1810000,,,
2021-03-14,"

Dragović

",Abwehr,44,1630000,,,
2021-03-14,"

L. Bender

",Abwehr,39,680000,,,
2021-03-14,"

Jedvaj

",Abwehr,3,210000,,,
2021-03-14,"

Wendell

",Abwehr,35,3580000,,,
2021-03-14,"

Tah

",Abwehr,63,4330000,,,
2021-03-14,"

M. Weiser

",Abwehr,14,580000,,,
2021-03-14,"

Amiri

",Mittelfeld,65,6500000,,,
2021-03-14,"

Wirtz

",Mittelfeld,77,7610000,,,
2021-03-14,"

Baumgartlinger

",Mittelfeld,59,1070000,,,
2021-03-14,"

Türkmen

",Mittelfeld,0,210000,,,
2021-03-14,"

Demirbay

",Mittelfeld,75,6890000,,,
2021-03-14,"

Palacios

",Mittelfeld,4,1060000,,,
2021-03-14,"

Charles Aránguiz

",Mittelfeld,36,5160000,,,
2021-03-14,"

Paulinho

",Mittelfeld,0,640000,,,
2021-03-14,"

Gray

",Sturm,19,7890000,,,
2021-03-14,"

Bellarabi

",Sturm,31,3000000,,,
2021-03-14,"

Gedikli

",Sturm,0,210000,,,
2021-03-14,"

Bailey

",Sturm,115,10650000,,,
2021-03-14,"

Diaby

",Sturm,85,9750000,,,
2021-03-14,"

Schick

",Sturm,83,10370000,,,
2021-03-14,"

Lucas Alario

",Sturm,83,6680000,,,
2021-03-14,"

Pentke

",Torwart,0,160000,,,
2021-03-14,"

Baumann

",Torwart,56,1700000,,,
2021-03-14,"

L. Philipp

",Torwart,0,160000,,,
2021-03-14,"

Posch

",Abwehr,26,1430000,,,
2021-03-14,"

Sessegnon

",Abwehr,36,3160000,,,
2021-03-14,"

Brenet

",Abwehr,0,170000,,,
2021-03-14,"

K. Adams

",Abwehr,22,1370000,,,
2021-03-14,"

Richards

",Abwehr,20,3880000,,,
2021-03-14,"

Skov

",Abwehr,20,2720000,,,
2021-03-14,"

Bogarde

",Abwehr,5,350000,,,
2021-03-14,"

Kadeřábek

",Abwehr,14,3950000,,,
2021-03-14,"

Bičakčić

",Abwehr,12,270000,,,
2021-03-14,"

B. Hübner

",Abwehr,0,260000,,,
2021-03-14,"

Akpoguma

",Abwehr,29,510000,,,
2021-03-14,"

Stafylidis

",Abwehr,0,180000,,,
2021-03-14,"

Vogt

",Abwehr,42,1980000,,,
2021-03-14,"

Nordtveit

",Abwehr,18,490000,,,
2021-03-14,"

Samassékou

",Mittelfeld,62,4190000,,,
2021-03-14,"

Rudy

",Mittelfeld,52,3620000,,,
2021-03-14,"

Baumgartner

",Mittelfeld,82,8950000,,,
2021-03-14,"

Gaćinović

",Mittelfeld,23,610000,,,
2021-03-14,"

Geiger

",Mittelfeld,26,570000,,,
2021-03-14,"

Grillitsch

",Mittelfeld,54,5380000,,,
2021-03-14,"

John

",Mittelfeld,20,2490000,,,
2021-03-14,"

Beier

",Sturm,0,210000,,,
